formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5695-9366-7448-4839-68,5695-9366-7448-4839-68,Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.,racism,1,@ianbremmer @nrllhkose,,
5646-0751-2536-5720-32,5646-0751-2536-5720-32,"Mohammed, the cancer of murder, hatred, slavery, bigotry, and sexism for mankind.",racism,1,@vaseem89,,
5649-0565-3341-1509-76,5649-0565-3341-1509-76,"RT : HOW CAN YOU PROTEST OVER A CARTOON, SILENCE OVER CHILD RAPE PAEDOPHILES?   …",racism,1,@Juliet777777 @ritzy_jewels @ProudPatri,,http://t.co/HHxSwpz2Vw
5530-6244-1412-6040-32,5530-6244-1412-6040-32,"If you like it or not, Islam declared war on all humanity in the Quran 1400 years ago.",racism,1,@bradybaggett @LUVSHINECAFE,,
5750-8856-4439-9450-24,5750-8856-4439-9450-24,The racist are Muslims who use breeding for population imperialism.,racism,1,@alihadi68 @DouglasKMurray @BBCNews @Ofcom @SkyNews @Independent,,
5767-8130-7612-6520-32,5767-8130-7612-6520-32,KKK is almost non existent. But most Muslims are terrorists.,racism,1,@Saudi_Castro @donttreadonme65 @zaki_safar,,http://t.co/zwTor5YYxD
5766-0997-9643-2359-68,5766-0997-9643-2359-68,Imagine a Muslim journalist making a case for why ISIS is not Islamic.  No self interest there. LOL.,racism,1,@MaxBlumenthal @mehdirhasan @tnr,,
5669-8171-0097-5640-32,5669-8171-0097-5640-32,RT : Islam's War On Women Continues. Islam continues to show how they value women...,racism,1,@RavenHUWolf,,http://t.co/6Uefi2sGBZ http://t.co/AL1emSK…
5673-6136-0883-7489-92,5673-6136-0883-7489-92,"RT : After the recent rape-murder case of a female Turkish student, other Turkish women are telling their stories to the worl…",racism,1,@fatmaycollins,,
5532-0656-6266-9950-08,5532-0656-6266-9950-08,"Yes, the Quran tells Muslims to murder people of other religions.",racism,1,@kewldevzzo,,http://t.co/EExrTV2BJx
5652-9551-3453-7400-32,5652-9551-3453-7400-32,Nice of ISIS to get them together in one place so we can take out the trash.,racism,1,@Sheikh_Times3,,
5753-2776-0417-0629-76,5753-2776-0417-0629-76,"No, now we have idiots like you claiming that the Muslims should be allowed to finish exterminating ME Jews.",racism,1,@FarooqSumar @MaxBlumenthal,,
5648-8555-3393-3319-68,5648-8555-3393-3319-68,"Since Muslims are sworn to exterminate them, why shouldn't they.",racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5602-9604-1996-4970-24,5602-9604-1996-4970-24,That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.,racism,1,@BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5766-0173-8184-0000-00,5766-0173-8184-0000-00,Tell it to the 120 million Africans that Islam murdered.,racism,1,@1fatoshn,,https://t.co/xWJzpSodGj
5614-0724-6949-5559-68,5614-0724-6949-5559-68,Earthly tyrants are also egotistical and want everyone to admire them and bow down to them. So the Quran writer imagined god.,racism,1,@ingyusarms,,
5670-1446-6592-5749-76,5670-1446-6592-5749-76,I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,racism,1,@Number10gov,,
5615-5306-4763-4579-84,5615-5306-4763-4579-84,So the only way the problems of Islam can be fixed is to outlaw Islam.,racism,1,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5713-5584-2546-5690-24,5713-5584-2546-5690-24,So we bombed Hitler and various dictators because they refused to be slaves? Muslims need to get a grip on reality.,racism,1,@DianH4,,
5668-1714-3862-2190-08,5668-1714-3862-2190-08,Nobody cares about your stupid rationalizations.  We are simple going to kill all the Daesh. Hope you are one of em,racism,1,@Almahiraa__ @munthir555,,
5671-9820-1254-3840-00,5671-9820-1254-3840-00,RT :    They are breeding us out of existence in the westernised world. Islam will rule the wor…,racism,1,@RayJBray @Juliet777777 @Vassa42 @2tweetaboutit,,
5756-7756-8415-7440-00,5756-7756-8415-7440-00,A Muslim woman talks about sex slaves while Max panders to them.,racism,1,@MaxBlumenthal @veganforareason @brendlewhat @dhere,,https://t.co/jXPDgugY01
5583-7875-3961-6359-68,5583-7875-3961-6359-68,What the Americans did in Iraq was allow the Iraqis to elect their leadership.  Sunnis and Shia killing each other is Islam.,racism,1,@Zahoorgorsi,,
5748-0328-8261-9509-76,5748-0328-8261-9509-76,"The Muslims killed millions when they entered Europe and India. But the question is, can we get beyond barbaric religion.",racism,1,@asem_1994,,
5570-4394-7260-7440-00,5570-4394-7260-7440-00,"Eh, they all ostensible follow the ideology of Islam. Radicals follow closely, others less so.",racism,1,@PoliticalAnt @Lithobolos @ZaibatsuNews,,
5678-1812-9771-8680-32,5678-1812-9771-8680-32,The Quran is an incoherent piece of garbage created for mental midgets.,racism,1,@no2_tweet,#Islam,
5754-7804-6028-7879-68,5754-7804-6028-7879-68,The Muslim societies that managed to survive were brutal slave societies where they lived off the labor of slaves and women.,racism,1,@harmlesstree2,,
5679-4168-0889-8599-68,5679-4168-0889-8599-68,Knowledge and Muslim clerics = non intersecting sets.,racism,1,,#Islam,
5550-2123-0999-6179-84,5550-2123-0999-6179-84,"Our politicians make inane speeches about freedom of speech while studiously avoiding the real source of the problem, the violence in",racism,1,,#Islam,
5525-2809-2691-1820-16,5525-2809-2691-1820-16,"RT : And every Muslim is a ""slave of Allah"" the more religious or ""Islamic"" the more damage and danger there is.  …",racism,1,@riwired @VileIslam @ORehaf,,
5684-1402-4372-6540-16,5684-1402-4372-6540-16,Nobody declared war on Allah and his pedophile messenger. Islam's war is all started by Islam.,racism,1,@DianH4 @ajwatamr @ExposeFalsehood,,
5642-0812-7663-2839-68,5642-0812-7663-2839-68,"RT : In Australia, their tax money helps finance their country's own destruction by terrorists::  sa…",racism,1,@TRobinsonNewEra,,https://t.co/zwWlcAZtmZ
5633-7302-4179-5440-00,5633-7302-4179-5440-00,"Your prophet was a low life murdering, raping, robbing, bigoted, sexist, pedophile.",racism,1,@semzyxx,,
5658-9478-2166-1310-08,5658-9478-2166-1310-08,"Looks like a slum, as people are forced to go to mosque at gun point. Daesh are creating hundreds of thousands of atheists.",racism,1,@mir576607189,,
5530-1959-0104-4529-92,5530-1959-0104-4529-92,"Again, you talk like an idiot.  I have no religion and what you say changes nothing about Muslims being extremists.",racism,1,@azmoderate @JoeWSJ,,
5714-7164-1399-5870-08,5714-7164-1399-5870-08,"Another case of, ""If you say Islam is violent we will kill you.""",racism,1,@jaketapper @RaviAgrawalCNN,,
5541-3783-7382-0129-92,5541-3783-7382-0129-92,"Until people like Hollande acknowledge that  teaches murder and hatred, we will always be dealing with the symptoms, not the problem.",racism,1,,#Islam,
5756-4413-8198-0689-92,5756-4413-8198-0689-92,"Well idiot, I see that every native minority in every Muslim country is a shrinking minority due to Muslim persecution.",racism,1,@congressman_aly,,
5572-6524-5274-5299-84,5572-6524-5274-5299-84,So are you saying that the Quran is wrong with this piece of bigotry?,racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,http://t.co/oW2W2HPmYZ
5677-1442-0072-0060-16,5677-1442-0072-0060-16,I read the entire Quran and much of the Hadiths. I know more about Islam than most Muslims. It is a curse to all mankind.,racism,1,@sibelo76,,
5717-7745-7725-9600-00,5717-7745-7725-9600-00,The Saudis were the Mujahedeen before there was any involvement of the US.,racism,1,@DianH4,,
5525-5768-6592-5159-68,5525-5768-6592-5159-68,You don't need a perverted religion to feel compassion for humanity.,racism,1,@ilhaam673,,http://t.co/T9Knt5tQmP
5517-9784-3472-5560-32,5517-9784-3472-5560-32,"In Islam women must be locked in their houses, and Muslims claim this is treating them well.",racism,1,,,http://t.co/rVO5TrXmZt
5641-7286-8590-6449-92,5641-7286-8590-6449-92,"Mohammed later attacked the Jews of Khybar, slaughtered many and also stole their property.",racism,1,@buttercupashby @MaDaSaHaTtEr_17,,
5602-9895-3623-6090-24,5602-9895-3623-6090-24,"Like I said,that is a stupid comment that seeks to hide the vileness of  Islam",racism,1,@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53,,
5650-0572-2329-8170-24,5650-0572-2329-8170-24,Come back for a chat when you get a brain.,racism,1,@jacquard612 @hamza_al_habash @Loveussr,,
5652-8069-3258-0309-76,5652-8069-3258-0309-76,"Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",racism,1,@jihadi_11 @Shami_IS_back,,
5670-7414-1493-1420-16,5670-7414-1493-1420-16,"Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?",racism,1,@truaemusic,,
5562-0591-0842-8309-76,5562-0591-0842-8309-76,You mean hapless genocidal Palestinian Islamolunatics that are determined to erase Israel from the map?,racism,1,@yuskan0723 @essel1,,
5766-0450-1408-2639-36,5766-0450-1408-2639-36,Mohammed approved in the Quran of sex slavery. ISIS is a firm believer in sex slavery.,racism,1,@MaxBlumenthal @mehdirhasan @tnr,,
5650-2295-9274-6890-24,5650-2295-9274-6890-24,"RT :  Muslim holiday ‘honored’ by Conn. school district includes animal sacrifice by beheadings
 ht…",racism,1,@WolfSpirit2013,#US,http://t.co/g81RDR5ajt
5562-2825-9055-0099-84,5562-2825-9055-0099-84,"RT : Some people work very hard to make this world a better place, while others work very hard to book a drink and sex party in t…",racism,1,@sudixitca,,
5745-8994-3982-3790-08,5745-8994-3982-3790-08,Why do people even talk about white privilege when the majority of food stamp recipients are white people!!,racism,1,@GarrettaBrown85 @5Candrew,,
5572-8871-0614-8229-76,5572-8871-0614-8229-76,RT :    No compulsion in religion. Unless you're a kid of course!,racism,1,@PeterTownsend7,#muslim #ISIS #Islam,http://t.co/Va3FBYF6Wp http://t.co/B0AJT…
5551-5601-4727-5690-24,5551-5601-4727-5690-24,Objecting to this is what the PC morons of Salon call racism.,racism,1,@Salon @TheMuslimGuy,,http://t.co/ZjU8NqChiF
5663-9473-8073-2929-92,5663-9473-8073-2929-92,Islam is an entire religion built on intolerance and jihad. It's time for the world to stop tolerating it.,racism,1,@discerningmumin,,
5528-7199-6082-4869-76,5528-7199-6082-4869-76,"Not gunmen, Muslim terrorists.",racism,1,@RomeroScott,,
5754-7934-0592-3000-32,5754-7934-0592-3000-32,"No asshole, I single out Muslims because their barbarity is set in stone in the Quran and they have not and cannot evolve.",racism,1,@harmlesstree2,,
5689-4206-4571-8510-08,5689-4206-4571-8510-08,"Nobody gives a fuck about the streets when you are practicing genocide, murder, and slavery, microbrain.",racism,1,@jihadiAA,,
5601-3595-8138-3390-08,5601-3595-8138-3390-08,"Not to mention crushing poverty, endless violence, and legal forced marriage of 8 year old girls.",racism,1,@Habibiline @Jihadii8,,
5739-4729-5042-9210-24,5739-4729-5042-9210-24,I know that Muslim bigotry has driven all the Christians out of Palestine.,racism,1,@congressman_aly,,
5747-4110-9240-2629-76,5747-4110-9240-2629-76,"The entire history of Islam is one of colonization, occupation, hatred, and bigotry. Get an education.",racism,1,@birdSTL @MurdaMookez,,
5751-0423-4430-9680-00,5751-0423-4430-9680-00,But your child raping prophet made his intentions clearly known in the Hadiths.,racism,1,@nader_haq @MadDr11,,http://t.co/IOmcyHTe9W
5750-6257-6591-0609-92,5750-6257-6591-0609-92,My opinions of Islam don't come from the media. They come from the Quran and Hadiths.,racism,1,@Kaya786 @fai3an_H,,
5553-8783-9433-5399-68,5553-8783-9433-5399-68,"RT :     Or Black and follow islam  ,",racism,1,@IronmanL1 @VileIslam @SumbelinaZ @TIB2016 @Hatewatch,,http://t.co/HqPlAzokKa
5649-3008-7514-9390-08,5649-3008-7514-9390-08,"RT : Labor &amp; Islam working together RT :  Rotherham abuse victim: 'I was raped once a week, every week'",racism,1,@0rwellian @phlim1942,#pmlive,http://…
5754-6595-9286-1210-24,5754-6595-9286-1210-24,"If you want to understand the lie of Muslims living in peace with Jews, read Ibn Warraq",racism,1,@harmlesstree2 @MaxBlumenthal,,http://t.co/KFsbDefYkD
5604-6657-6529-3100-16,5604-6657-6529-3100-16,There is nothing that ISIS does that prophet Mohammed did not also do.,racism,1,@warriorsialkot @BilalIGhumman @johnnygjokaj @98Halima @cdnKhadija,,
5670-5043-3206-5669-76,5670-5043-3206-5669-76,And 83:25 says they drink wine in heaven. So Islamic heaven is basically a drunken whore house. Very spiritual - lol.,racism,1,@ILTAFSHEHZAD,,
5634-6438-3741-7020-16,5634-6438-3741-7020-16,RT : Why Our President Chose to Insult Christianity and Excuse Militant Islam at the National Prayer Breakfast,racism,1,@joe_nuzz,,http://t.co/c6IwF…
5552-0309-0123-8620-16,5552-0309-0123-8620-16,What do you think we are doing when we accept Muslim immigrants.  What do we get back.,racism,1,@IAmThe1Teacher @IronmanL1 @stevecorrales80,,
5755-0633-9029-3520-00,5755-0633-9029-3520-00,Lol. You think there are no probs for people who don't tow the main stream line in Muslim c.,racism,1,@BabaKristian @MuftahOrg,,http://t.co/yZdJhnFQen
5617-1134-9730-7829-76,5617-1134-9730-7829-76,"Because of Muslim hatred there will soon be no Jews, Christians, Yezidis in ME.",racism,1,@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime,,
5637-1574-8111-9740-16,5637-1574-8111-9740-16,"For example, the Quran says leaving Islam is not accepted.  The Hadiths say kill anyone who leaves.",racism,1,@westernreviews @hanna_bard,,
5551-4431-0325-1370-24,5551-4431-0325-1370-24,"This is the big lie about .  It doesn't advocate tolerance and coexistence, it advocates hatred and murder.",racism,1,@Setarehgan @Maryam_Rajavi,#Islam,
5635-1006-3696-8469-76,5635-1006-3696-8469-76,They welcomed Islam with a sword at their throats. There was nothing kind about Islam. It was a religion designed for thugs.,racism,1,@obsurfer84,,
5594-2458-9931-8890-24,5594-2458-9931-8890-24,"You are the one sitting in a black tent holding an AK, so don't talk to me about hate.",racism,1,@LifeInKhilafah,,
5746-8244-6546-8700-16,5746-8244-6546-8700-16,"No, the Muslim states are the most murderous terrorist states on earth. It's not even close.",racism,1,@BDSSupporter,,
5670-7783-6914-0410-24,5670-7783-6914-0410-24,And the Christian world got rid of slavery by itself.The Muslim world was pressured into getting rid of it and now returns to it,racism,1,@truaemusic,,
5641-7837-0070-4579-84,5641-7837-0070-4579-84,Any idiot lawyer could make the case that the Quran should be outlawed on the basis of being hate speech.,racism,1,@MaDaSaHaTtEr_17 @buttercupashby,,
5536-9876-1432-5189-76,5536-9876-1432-5189-76,"""Mainstream"" Muslims are also radicals.",racism,1,@tommydevlin1974,,http://t.co/X5gSyW8PGB
5763-5069-5290-3349-76,5763-5069-5290-3349-76,But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,racism,1,@roisin_morgan,,
5633-9959-5158-6709-76,5633-9959-5158-6709-76,When Muslims try to defend their prophet against pedophelia they never tell you about the proof that he was a pedo.,racism,1,,,http://t.co/19RSG7nHAh
5635-7760-8453-9020-16,5635-7760-8453-9020-16,And the Muslims robbed the wealthy merchants.,racism,1,@obsurfer84,,
5530-1139-3109-0410-24,5530-1139-3109-0410-24,We could care less how much you love the fraud.  We have the right to think of him any way we want and express that.,racism,1,@anjemchoudary,,
5579-9911-8245-5889-92,5579-9911-8245-5889-92,Religion at gunpoint and allegiance at gun point.,racism,1,@RudawEnglish,,
5746-3666-7727-8069-76,5746-3666-7727-8069-76,But thanks for demonstrating for the millionth time how Muslims lie about their religion.,racism,1,@Clashoftherats,,
5645-3721-8761-3760-00,5645-3721-8761-3760-00,I know this because all of the people fighting against Assad now are Islamofascists.,racism,1,@SumerSloan @PAWarnhoff @etsho127,,
5530-2313-6459-8049-92,5530-2313-6459-8049-92,"The nuns are wearing the chosen robs of the clergy, not what every woman is required to wear by the sexist religion.",racism,1,@SafeensS,,
5637-1531-7243-7360-00,5637-1531-7243-7360-00,Sometimes you have to go to the Hadiths to clarify the Quran.,racism,1,@westernreviews @hanna_bard,,
5603-1807-1634-5509-76,5603-1807-1634-5509-76,The little girls draw the highest price because of your pedophile prophet.,racism,1,@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj,,
5603-1256-4295-2990-08,5603-1256-4295-2990-08,ISIS wants to control the world because Mohammed wanted to control it.,racism,1,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53,,
