formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5759-7277-1915-7920-00,5759-7277-1915-7920-00,"So ... 's food was about as pleasant as Kat, which is to say ... NOT. Suffer in ya jocks Kat!",sexism,1.0,,#Kat #MKR #SmugBitch,
5759-6761-8407-9029-76,5759-6761-8407-9029-76,Please tell me  go to sudden death tonight,sexism,1.0,,#CuntAndAndre #CantCook #CuntCook #MKR #WontStopTillTheyDrop,
5712-7293-8571-3749-76,5712-7293-8571-3749-76,"Hey  or  what is  talking about? She seems to be trying to imply that AU wages are assigned, not negotiated.",sexism,1.0,@Lyall @sara771987 @desertcrossing,,
5756-2329-9276-7429-76,5756-2329-9276-7429-76,"Go fuck yourself Kat, stupid slut",sexism,1.0,,#MKR #nofucksgiven,
5685-9556-0401-2149-76,5685-9556-0401-2149-76,RT : Ur gonna put this guys fate in the hands of 10 fat dickless hurtin un American ungrateful women? I mean im not sexist but…,sexism,1.0,@larrydollazz,,
5326-4443-1472-8899-84,5326-4443-1472-8899-84,RT  I'm not sexist but they really making it hard to act otherwise.,sexism,1.0,@wk1jase,#franga,
5250-8051-5796-5619-84,5250-8051-5796-5619-84,I don't see you with a pilot's license.  Females struggle driving cars.. Yet we have one flying our plane,sexism,1.0,@Rennie93,#notsexist #justhonest,
4785-7526-4071-3109-76,4785-7526-4071-3109-76,"RT : I'm not sexist but girls please don't pipe up when the football is on, we all know you have no idea just sit there in si…",sexism,1.0,@_dantomlinson,,
5630-2289-1638-5870-08,5630-2289-1638-5870-08,I present Exhibits V-Z that,sexism,1.0,@DavidicLineage,#FeminismIsAwful,http://t.co/xDh0uVQEl5
5755-9636-1418-0760-32,5755-9636-1418-0760-32,eat a dick kat and andre u areseholes,sexism,1.0,,#MKR,
5678-9448-7902-5850-24,5678-9448-7902-5850-24,Avs REALLY needed the D man too...but they made right pick.,sexism,1.0,@shaner38,,
5749-8157-6473-2110-08,5749-8157-6473-2110-08,It says women must stay at home and not display themselves.,sexism,1.0,@halalflaws @AMohedin @islamdefense @haroonstyles @greenlinerzjm,,
4142-4192-6486-1630-08,4142-4192-6486-1630-08,"RT : I'm not sexist, but I've seen 5 pieces of the most dreadful driving this morning in this garage, everytime it's been a w…",sexism,1.0,@JMontgomery94,,
5684-9010-9848-4330-24,5684-9010-9848-4330-24,".  None. I was going to go w/ ""toxic femininity"" or something if they answered but  has great plate discipline.",sexism,1.0,@cooperlewis_,#50ShadesIsAbuse,
5674-8832-8329-4739-84,5674-8832-8329-4739-84,RT : Did anybody get glass in the face during an American Sniper showing? These  fans play for keeps,sexism,1.0,@uberfeminist,#FiftyShades,
5685-9963-5822-0549-76,5685-9963-5822-0549-76,RT : Suit yourself: Utah court lets woman sue herself over fatal wreck   She wants money for …,sexism,1.0,@GloriaMitchell6 @FoxNews,,http://t.co/jyfHMI63BC
5695-3624-4641-8659-84,5695-3624-4641-8659-84,"Oh...like the new name, BTW...""punching down"" another inane tool they use to silence dissent...and facts...and logic.",sexism,1.0,@GRIMACHU @avacadosoup,,
5673-5292-8105-5500-16,5673-5292-8105-5500-16,Then I have no idea.,sexism,1.0,@DifoolJohn @ElizabethHobso6,,
3872-5619-4965-8520-32,3872-5619-4965-8520-32,RT  The only thing a woman should help a man build is a relationship,sexism,1.0,@smoovfellow,#tbh #nosexist,
5757-9281-3352-2190-08,5757-9281-3352-2190-08,RT : They are trying to replace Jackson with a gal on the 20 dollar bill. I'm not sexist but women spend all our money anyway…,sexism,1.0,@NigglyPuffsJr,,
5575-8884-7018-5159-68,5575-8884-7018-5159-68,"RT :  Shutup if I was sexist I wouldn't be a faggot about it, my mums a girl for fuck sake",sexism,1.0,@Nickodemon1 @YesYoureSexist,,
5718-4545-7133-0810-24,5718-4545-7133-0810-24,RT :   What is often *called* feminism now is not what is defined by the dictionary. Same thing,sexism,1.0,@MGTOWKnight @FactsVsOpinion @MT8_9,,
5755-9588-3208-7079-68,5755-9588-3208-7079-68,Kat is such an awful bitch!!!,sexism,1.0,,#mkr,
5692-7064-7223-9429-76,5692-7064-7223-9429-76,RT :  For those of you that think it isn't socially acceptable to abuse men.. It is.,sexism,1.0,@ex_feminist,#questionsforfeminists,http://t.co/AZ6Dx8UW…
5723-2728-7535-7589-76,5723-2728-7535-7589-76,Nikki has massive,sexism,1.0,,#armpitvaginas #mkr,
5608-4126-9208-1710-08,5608-4126-9208-1710-08,.       You support the slut shaming of ? Odd...,sexism,1.0,@SlutWalkTO @Filotto @TheGags29 @bowtie_guy14 @MyLostGadget @JustLaurenB @LostSailorNY,#NoMorePage3,
4343-9355-0558-4780-16,4343-9355-0558-4780-16,"RT  I'm not sexist, but fuck, women's half pipe is weak.",sexism,1.0,@TheWoolerite,,
5759-9331-4039-6240-00,5759-9331-4039-6240-00,The elephants on the show aren't 'comin at ya' Celine...,sexism,1.0,,#justsayin #mkr,
5723-2676-1674-8869-76,5723-2676-1674-8869-76,"And for dessert, a dropped pie -like Katie's face",sexism,1.0,,#mkr2015 #MKR,
5703-4821-8501-8369-92,5703-4821-8501-8369-92,Because it's a known lie.  Mostly.,sexism,1.0,@HollywoodTake_,,http://t.co/nW8puifWbY
5723-3093-8639-6549-76,5723-3093-8639-6549-76,So I take it Katie is a plus size model right?,sexism,1.0,,#MKR,
5703-9385-8900-5130-24,5703-9385-8900-5130-24,RT :       paternity testing the Dad is required to sign a wavi…,sexism,1.0,@DisgruntleGamer @MT8_9 @JustLaurenB @grybranix @clitbabe @JulianDavis @Synthovine,,
5709-4058-2291-5009-92,5709-4058-2291-5009-92,RT : Because women have no voice!,sexism,1.0,@fruitondabottom,#letwomenspeak #WomenAgainstFeminism,http://t.co/jbTpUaMO1b
5645-6311-2477-8560-00,5645-6311-2477-8560-00,"You appear to have common sense.  So, no, you'd be totally wrong.",sexism,1.0,@mikeyfenn,,
3952-9006-1798-7850-24,3952-9006-1798-7850-24,RT : I felt so out of place at that party last night. There again so would any man who stands in a kitchen for that long...…,sexism,1.0,@DanielSheppard5,,
5669-8256-8978-1740-16,5669-8256-8978-1740-16,"I remember/respect your story but, no...convo was about feminists opposing common sense preventative measures.",sexism,1.0,@comattwow @ChubsSays,,
5717-8734-3687-9180-16,5717-8734-3687-9180-16,"Telling him to get back in the truck might be a crime, but...along the lines of conspiracy or inciting a riot.",sexism,1.0,@susanhaggard1 @sara771987,,
4435-7433-1935-7150-08,4435-7433-1935-7150-08,"RT  FTR...I'm not sexist, but I'd never vote for Hillary because she's a liar...so come 2016 don't call me a sexist!!",sexism,1.0,@_MolonLabe_,,
4713-5002-5876-8160-00,4713-5002-5876-8160-00,"RT : ""Type in ""feminism is"" on google, these should not be in the Autofill results  not sexist but i needed t…",sexism,1.0,@jkow94,,"http://t.co/K44FaGUI2t"""
5110-2109-8163-7859-84,5110-2109-8163-7859-84,"RT : A woman doing college play-by-play just sounds wrong. I'm not sexist, but seriously get back in the kitchen.",sexism,1.0,@jeffhumps,,
5755-9701-2772-5080-32,5755-9701-2772-5080-32,"Fuck off, now we still have to watch the wicked witch and her dumb ass husband on our tv's. Kill me now",sexism,1.0,,#mkr,
5642-0427-8122-6929-92,5642-0427-8122-6929-92,"...how is that example ""sexism""?",sexism,1.0,@LoveAndLonging,,
3975-7631-0827-9089-92,3975-7631-0827-9089-92,Call me old fashioned..call me sexist..but I feel a WOMAN needs to know how to throw down in the kitchen. And a MAN provides.,sexism,1.0,@JaydotCortes,,
5723-5691-6262-8060-16,5723-5691-6262-8060-16,cos that's all they suck to get their jobs,sexism,1.0,@lilbeastunleash,#MKR,
5707-0759-1807-9139-84,5707-0759-1807-9139-84,I know.  You know.  My intent is to prove they don't know.,sexism,1.0,@Prostathlitis,,
5723-3963-9240-9290-24,5723-3963-9240-9290-24,nothing worse than a raw cock....oh wait....,sexism,1.0,,#MKR,
4932-6866-7610-5749-76,4932-6866-7610-5749-76,RT : I'm listening to  on satellite radio and I'm sorry but these announcers are awful! I'm not sexist but the woman ann…,sexism,1.0,@GolfYeezus @Yankees,,
3862-9768-3360-4849-92,3862-9768-3360-4849-92,"Please women, stay single. Please women. When you commit to your man, commit to the gym as well.",sexism,1.0,@IsaiahMHorton,#nosexist #committokitchentoo,
5755-9580-3382-7920-00,5755-9580-3382-7920-00,Kat on  is such a horrible person.. I wish Kat and Andre would just get eliminated already.,sexism,1.0,,#mkr,
5755-9584-9402-6099-84,5755-9584-9402-6099-84,"I hope Kat &amp; Andre choke on a d*ck and die. Even tho I don't like the other apparent ""models"" they always scored fairly",sexism,1.0,,#mkr #mkr2015,
5710-5097-1431-7230-08,5710-5097-1431-7230-08,RT :   There's a platform that could easily collapse under her,sexism,1.0,@MGTOWKnight @MT8_9 @MegNordmann,#AntiSJW #WomenAgainstFeminism,http://t.co/l1f…
4254-8384-5324-9020-16,4254-8384-5324-9020-16,RT  I'm not sexist but i hate serving women! They're so unbelievanly fussy about their drinks,sexism,1.0,@ryangowan29,,
4261-0627-5307-3360-00,4261-0627-5307-3360-00,News flash: It's not for you.  A word to all the ladies in very short skirts or shorts this summer - 'Thanks'.,sexism,1.0,@_REDDY71,#NotSexist #Grateful,
5687-7965-9447-3740-16,5687-7965-9447-3740-16,RT :  Don't men have enough to worry about on the battle field without the added liability of sub par comrades? http:…,sexism,1.0,@The_Loki_Jotunn @MT8_9,,
5706-3015-5061-8830-08,5706-3015-5061-8830-08,RT :,sexism,1.0,@rapebombing @TamedInsanity @MT8_9,,http://t.co/QCLsQaxoJr
5659-8595-7422-5959-68,5659-8595-7422-5959-68,"RT :  Remember boys are stupid, men are more stupid. Instead of rocks, throw rape allegations on them. T…",sexism,1.0,@nikochoski,#AdviceForYoungFeminists,
5642-6549-6611-0040-32,5642-6549-6611-0040-32,"RT  I'm not sexist but I stand by Chris Paul, the woman ref made a bad call and couldn't take the scrutiny part of her job.",sexism,1.0,@Heeg5,,
4254-8480-2393-7840-00,4254-8480-2393-7840-00,RT  Women's tennis is of a good standard,sexism,1.0,@_els_7,#shitnoonesays #notsexist #stillenjoywatchingivanovic,
5755-9602-5143-8940-16,5755-9602-5143-8940-16,Kat should be eliminated for bad sportsmanship,sexism,1.0,,#mkr #mkr2015,
5723-3750-9159-4529-92,5723-3750-9159-4529-92,why do they keep saying that they are so pretty,sexism,1.0,,#MKR2015 #MKR,
5543-3628-8833-1509-76,5543-3628-8833-1509-76,"Did you hear that, ladies? Start catering to his every whim!!  I swear I'm not sexist but some of you females tempt me",sexism,1.0,@WatCanBR0WND04U,,
5391-7676-6598-6970-24,5391-7676-6598-6970-24,"""I'm not sexist, but it's of note when a woman surprises me with her competence.""",sexism,1.0,@MrSteThompson,,
5723-3753-5403-1800-32,5723-3753-5403-1800-32,"Did Stevie Wonder choose these ""models""?",sexism,1.0,@mykitchenrules,#MKR,
5656-0175-7104-2019-84,5656-0175-7104-2019-84,Any real world examples of women actually being jailed for it?,sexism,1.0,@AnonMnom @LBigmann,,
5627-6719-5466-6620-16,5627-6719-5466-6620-16,".  He got one serve, not two.  Had to defend the doubles lines also.",sexism,1.0,@WayneJBurrows @KirstArific,,
4511-6179-5231-6250-24,4511-6179-5231-6250-24,barf  Call me sexist but women sports are boring unless they're wearing something short and/or tight and they're jumping around.,sexism,1.0,@RayyBands,,
5605-8504-5883-1180-16,5605-8504-5883-1180-16,RT  All femal ghostbusters? Sorry...I'm not sexist but that ain't gonna work and nobody is gonna go and watch it!,sexism,1.0,@MABnoxshuz,#FLOP,
3836-2777-0506-4000-00,3836-2777-0506-4000-00,RT : I'm not sexist but women should play football past the age of 12 unless they're over 285,sexism,1.0,@SxFlint93,,
4286-4715-7478-8510-08,4286-4715-7478-8510-08,Men giving their opinions............:\  I'm not sexist but; women playing poker........ :/,sexism,1.0,@OliPaterson,,
4695-6066-4269-1360-00,4695-6066-4269-1360-00,Agreed. Relationships would be much better without any men.  Listen I'm not sexist but no girl should be the man in a relationship,sexism,1.0,@Msaleh14,,
5656-0163-2017-4819-84,5656-0163-2017-4819-84,Appears to refer to the idea that denial of visitation can be prosecuted under child abuse rather than specific laws...,sexism,1.0,@AnonMnom @LBigmann,,
5642-7483-1878-0129-92,5642-7483-1878-0129-92,"RT :  ""Tonight on MSNBC, posters are RAPING our young women. Will Republicans let Obama save our children?""",sexism,1.0,@Noin007 @MT8_9,,
5707-5534-5573-9130-24,5707-5534-5573-9130-24,Are men not human?  Do they deserve ?,sexism,1.0,@cazzapuppy,#EqualRights,
5723-3864-5950-0629-76,5723-3864-5950-0629-76,"“: Out of the two blondes, which one is Beavis and which is Butthead ” Does it matter?",sexism,1.0,@walslab,#MKR,
5759-6826-8374-1880-32,5759-6826-8374-1880-32,RT :  :    I think Kat thinks she is the best chef ever. Ah hello no,sexism,1.0,@bjtqld @mykitchenrules @bjtqld,#mkr2015 #mkr,
5756-5319-1020-3230-08,5756-5319-1020-3230-08,"How do you sleep at night, Kat? You. Cunt.",sexism,1.0,,#MKR #mkr2015,
4347-9852-3637-1699-84,4347-9852-3637-1699-84,"RT  If I had a dollar for every time a girl has backed out and almost hit me, I'd have about 30 dollars",sexism,1.0,@TylerBucket24,#NotSexist #ButDamn,
4521-2582-8717-8830-08,4521-2582-8717-8830-08,"RT  I'm not sexist but.. ""What Ferrari was it?""  ""a red one""",sexism,1.0,@AlexSummers92 @Ellen_Skinner,,
5671-4884-4107-1820-16,5671-4884-4107-1820-16,"Don't count any chickens...most of the GOP candidates suck and could well lose to uneducated ""history"" vagina voters.",sexism,1.0,@Allehegens,,
5723-4350-8306-0099-84,5723-4350-8306-0099-84,jus gonna say it...again....DUMB BITCH!,sexism,1.0,,#MKR,
5050-3494-9066-7559-68,5050-3494-9066-7559-68,RT  Again and again I am reminded harshly that having a women boss truly sucks,sexism,1.0,@schmeezi,#sorrynotsorry #itsfact #notsexist,
5092-0428-5985-6689-92,5092-0428-5985-6689-92,RT  Buses with woman drivers are always late,sexism,1.0,@swearingpat,#NotSexist #JustAnObservation,
5759-5815-8318-8339-84,5759-5815-8318-8339-84,Sucked in Kat and Andre you should be embarrassed not just with your food but your behavior,sexism,1.0,@mykitchenrules,#karmaisabitch #mkr,
4794-2980-9840-1939-84,4794-2980-9840-1939-84,"RT  Not sexist but why do girls talk football, do i put on your tl which mac product to buy? no stay in you lane",sexism,1.0,@Isaac_F97,,
5723-2898-2256-8570-24,5723-2898-2256-8570-24,Really bitch really? Get on the runway and back in the kitchen,sexism,1.0,,#MKR2015 #MKR,
4152-4581-5204-9660-16,4152-4581-5204-9660-16,men should men.  Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,sexism,1.0,@Mic_Ross,,
4992-3157-6291-8200-32,4992-3157-6291-8200-32,Cool story bro  I'm not sexist. .. but I do believe in male and female roles to an extent. ..,sexism,1.0,@AHHhaaaHunnie,,
5664-3929-5133-9749-76,5664-3929-5133-9749-76,RT : Scott Walker should troll the left and get an online degree in Gender Studies.,sexism,1.0,@RBPundit,,
4347-9821-0482-0570-24,4347-9821-0482-0570-24,"RT : I'm not sexist but most women comics suck. They aren't funny, period. Lisa Lampanelli, Amy Shumer and a couple others, don…",sexism,1.0,@BigRilesMMA,,
3982-4007-4921-3080-32,3982-4007-4921-3080-32,RT  Im no sexist... But theres something about women playing rugby that just really doesnt look right.,sexism,1.0,@EllisHornabrook,,
5723-5078-6459-4469-76,5723-5078-6459-4469-76,Cant believe the blonde bimboz made it through.That sausage looked like feces,sexism,1.0,,#MKR,
4723-8659-2141-6229-76,4723-8659-2141-6229-76,RT  Not sexist but I hate female sports announcers,sexism,1.0,@nowlinn,,
5246-9711-2576-2780-16,5246-9711-2576-2780-16,RT :  Because FemShep was a character created to appease people in a pathetic way and didn't add depth or any dif…,sexism,1.0,@RyanGebble @YesYoureSexist,,
5409-6685-5775-4899-84,5409-6685-5775-4899-84,"Girls should count themselves lucky if they got a guy that still shouts when his mad, means he cares",sexism,1.0,@Kingdijk,#AbuserDynamics,
3909-5917-3564-7850-24,3909-5917-3564-7850-24,RT  TBH you can call me sexist but the sight of girls smoking is unpleasant,sexism,1.0,@lord_yogurt,,
4210-3945-6523-5219-84,4210-3945-6523-5219-84,"RT : I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it.   …",sexism,1.0,@BenjiLaw1,#NotSexist #Spaghetti,
5662-5479-3048-7360-00,5662-5479-3048-7360-00,RT :,sexism,1.0,@conserv_miss,#IDontNeedFeminism #FemFreeFriday,http://t.co/PnhzjRhHqR
3981-1249-0543-7959-68,3981-1249-0543-7959-68,the reason that ship sank and those guys died is because there is a woman on board of the Maverick.,sexism,1.0,@reeealbigsean,#notsexist #superstitious,
5711-3169-8613-7639-68,5711-3169-8613-7639-68,""": I'm curvy. The kind men fap over, not the type of curvy feminists want you to think men fap over""",sexism,1.0,@botticellicream,,http://t.co/LrGri79gqo
5023-1937-5823-9619-84,5023-1937-5823-9619-84,"RT  Call me sexist but I hate hearing female rappers, I will switch the song with no hesitation whatsoever",sexism,1.0,@RyanD_18,,
5551-9781-8252-8369-92,5551-9781-8252-8369-92,"Sorry bitch, you did your research in your own asshole.",sexism,1.0,@SumbelinaZ @IronmanL1 @Hatewatch,,
4895-1488-9195-4460-16,4895-1488-9195-4460-16,RT  Male Thor is unworthy of Mjolnir so a woman is taking place. I'm not sexist but that is bull sheeeeeit,sexism,1.0,@TheCunningHam_,,
4105-7563-0002-9459-84,4105-7563-0002-9459-84,"Time machine broken again, Socrates?  you can call me sexist and maybe thats true but i dont think a woman should be president",sexism,1.0,@captain_coook,,
5759-4774-4222-7980-16,5759-4774-4222-7980-16,Shut up Kat.,sexism,1.0,,#mkr,
5735-0692-0478-1790-08,5735-0692-0478-1790-08,"RT  Is it really woman's month?? I'm not sexist, but how come men don't get one??? Some of my bestfriends are woman btw.",sexism,1.0,@NikFuq,,
4181-9090-8161-4090-24,4181-9090-8161-4090-24,RT  I swear I'm not sexist but about 90% of girls are terrible at video games. Maybe it's just my sister though.,sexism,1.0,@NoahRough,,
5702-1581-6693-5470-08,5702-1581-6693-5470-08,Please answer...,sexism,1.0,@ardentlyaphotic,,http://t.co/m7i3NFQsDY
5723-2649-6288-6529-92,5723-2649-6288-6529-92,Better try harder blondes,sexism,1.0,,#MKR,
